Fighter Name,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg
Michael Chandler,RECORD: 23-8-0,"5' 8""",155 lbs.,"71""",Orthodox,4.89,46%,4.58,46%,2.17,38%,71%,0.9
Frankie Edgar,RECORD: 23-11-1,"5' 6""",135 lbs.,"68""",Orthodox,3.77,40%,2.82,65%,2.29,31%,65%,0.3
Brad Riddell,RECORD: 10-4-0,"5' 7""",155 lbs.,"71""",Orthodox,4.71,53%,3.53,53%,1.77,36%,63%,0.0
Dominick Reyes,RECORD: 12-4-0,"6' 4""",205 lbs.,"77""",Southpaw,4.75,50%,3.77,48%,0.36,28%,80%,0.4
Silvana Gomez Juarez,RECORD: 11-5-0,"5' 3""",115 lbs.,"65""",Orthodox,4.26,32%,4.04,61%,0.00,0%,30%,0.0
Michael Trizano,RECORD: 11-3-0,"5' 11""",145 lbs.,"71""",Orthodox,3.63,53%,4.40,50%,0.36,66%,72%,0.5
Nicolae Negumereanu,RECORD: 13-2-0,"6' 0""",205 lbs.,"78""",Orthodox,3.58,41%,5.56,39%,1.02,28%,62%,0.0
Darrick Minner,RECORD: 26-14-0,"5' 7""",145 lbs.,"69""",Orthodox,2.63,65%,2.28,35%,2.40,72%,66%,2.7
Shanna Young,RECORD: 9-6-0,"5' 7""",125 lbs.,"65""",Orthodox,3.18,47%,4.88,43%,0.00,0%,53%,0.6
Benito Lopez,RECORD: 10-2-0,"5' 10""",135 lbs.,"73""",Switch,4.39,45%,5.18,56%,0.00,0%,73%,0.3
Liudvik Sholinian,RECORD: 9-4-1,"5' 10""",135 lbs.,"71""",Orthodox,2.50,30%,5.67,55%,0.00,0%,66%,0.0
Carlos Candelario,RECORD: 8-3-0,"5' 8""",125 lbs.,"68""",Southpaw,3.97,46%,5.17,44%,2.28,36%,53%,0.3
Ramona Pascual,RECORD: 6-5-0,"5' 7""",135 lbs.,"66""",Southpaw,3.87,57%,8.43,46%,1.81,19%,100%,0.0
Jared Vanderaa,RECORD: 12-10-0,"6' 4""",265 lbs.,"80""",Orthodox,4.96,44%,5.67,45%,0.18,50%,20%,0.0
Tresean Gore,RECORD: 5-2-0,"6' 0""",185 lbs.,"75""",Switch,3.04,53%,6.13,47%,3.04,71%,81%,1.2
Carlos Mota,RECORD: 8-2-0,"5' 4""",125 lbs.,"69""",Orthodox,0.80,41%,1.13,54%,0.00,0%,50%,1.0
Joshua Weems,RECORD: 11-3-0,"5' 8""",135 lbs.,"69""",Orthodox,5.25,64%,3.34,61%,4.77,40%,100%,0.0
TJ Dillashaw,RECORD: 18-5-0,"5' 6""",135 lbs.,"67""",Orthodox,5.09,41%,3.47,62%,1.56,30%,77%,0.8
Gadzhi Omargadzhiev,RECORD: 13-2-0,"6' 1""",170 lbs.,"71""",Switch,1.80,39%,2.20,39%,1.35,30%,60%,0.5
Misha Cirkunov,RECORD: 15-9-0,"6' 3""",205 lbs.,"77""",Orthodox,3.86,51%,3.06,57%,4.15,39%,76%,1.7
Brandon Davis,RECORD: 14-10-0,"5' 10""",135 lbs.,"72""",Orthodox,4.68,35%,4.62,58%,0.74,42%,57%,0.1
Nick Maximov,RECORD: 8-2-0,"6' 0""",185 lbs.,"76""",Southpaw,1.93,45%,2.64,46%,4.16,45%,35%,0.2
Mike Jackson,RECORD: 1-2-0 (1 NC),"6' 2""",170 lbs.,"74""",Orthodox,4.49,57%,3.73,62%,0.71,33%,88%,0.0
Francisco Trinaldo,RECORD: 28-9-0,"5' 9""",170 lbs.,"70""",Southpaw,3.13,45%,2.67,60%,0.98,42%,60%,0.5
Aleksei Oleinik,RECORD: 60-17-1,"6' 2""",240 lbs.,"80""",Orthodox,3.29,48%,3.80,44%,1.82,46%,37%,1.9
Jesse Ronson,RECORD: 21-12-0 (1 NC),"5' 10""",155 lbs.,"70""",Southpaw,3.54,47%,3.39,57%,0.46,28%,57%,0.5
Krzysztof Jotko,RECORD: 24-6-0,"6' 1""",185 lbs.,"77""",Southpaw,2.98,42%,2.23,57%,1.33,39%,82%,0.1
Randy Costa,RECORD: 6-4-0,"5' 9""",135 lbs.,"73""",Switch,6.53,46%,7.58,58%,0.00,0%,50%,0.0
Alen Amedovski,RECORD: 8-4-0,"5' 10""",185 lbs.,"74""",Orthodox,0.99,30%,3.85,46%,0.00,0%,0%,0.0
Louis Cosce,RECORD: 7-2-0,"5' 9""",170 lbs.,"71""",Orthodox,4.31,45%,5.35,47%,1.04,20%,50%,0.5
Mariya Agapova,RECORD: 10-4-0,"5' 6""",125 lbs.,"68""",Southpaw,4.67,55%,3.82,52%,0.59,66%,47%,0.9
Cameron VanCamp,RECORD: 15-7-1 (1 NC),"6' 2""",155 lbs.,"74""",Switch,5.31,47%,6.41,40%,0.00,0%,0%,0.0
Nate Diaz,RECORD: 22-13-0,"6' 0""",170 lbs.,"76""",Southpaw,4.57,45%,3.77,52%,1.05,30%,41%,1.3
Li Jingliang,RECORD: 19-8-0,"6' 0""",170 lbs.,"71""",Orthodox,4.46,42%,3.84,57%,1.25,41%,60%,0.0
Chris Barnett,RECORD: 23-8-0,"5' 9""",265 lbs.,"75""",Orthodox,4.41,48%,5.87,40%,0.00,0%,33%,0.0
Danyelle Wolf,RECORD: 1-1-0,"5' 11""",145 lbs.,"70""",Orthodox,2.37,25%,4.57,47%,0.00,0%,77%,0.5
Melissa Martinez,RECORD: 7-1-0,"5' 2""",115 lbs.,"66""",Southpaw,3.00,57%,2.53,45%,1.00,50%,0%,0.0
Darian Weeks,RECORD: 5-3-0,"5' 11""",170 lbs.,"72""",Orthodox,4.49,51%,4.56,51%,2.00,30%,100%,0.0
Alessio Di Chirico,RECORD: 13-7-0,"6' 0""",185 lbs.,"74""",Orthodox,3.32,39%,3.44,61%,1.46,39%,83%,0.0
Michal Figlak,RECORD: 8-1-0,"5' 10""",155 lbs.,"70""",Orthodox,1.87,29%,4.00,44%,1.00,20%,57%,0.0
Khalid Taha,RECORD: 13-5-0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,2.64,32%,4.12,46%,0.00,0%,61%,0.2
Luke Rockhold,RECORD: 16-6-0,"6' 3""",185 lbs.,"77""",Southpaw,4.10,49%,2.68,53%,0.70,29%,65%,1.0
Jose Aldo,RECORD: 31-8-0,"5' 7""",135 lbs.,"70""",Orthodox,3.57,46%,3.74,60%,0.49,54%,91%,0.1
Wu Yanan,RECORD: 13-6-0,"5' 8""",135 lbs.,"66""",Orthodox,4.23,41%,4.95,49%,0.62,30%,63%,0.2
Harry Hunsucker,RECORD: 7-6-0,"6' 2""",205 lbs.,"75""",Orthodox,3.54,52%,6.53,42%,0.00,0%,0%,2.0
Leonardo Santos,RECORD: 18-7-1,"6' 0""",155 lbs.,"75""",Orthodox,2.82,46%,3.40,54%,0.88,25%,86%,0.2
Luis Saldana,RECORD: 16-7-1,"5' 11""",145 lbs.,"73""",Orthodox,5.16,50%,3.65,60%,0.64,17%,44%,0.2
Francisco Figueiredo,RECORD: 13-5-1 (1 NC),"5' 6""",125 lbs.,"68""",Southpaw,2.04,61%,2.59,61%,2.51,75%,76%,0.4
Dominick Cruz,RECORD: 24-4-0,"5' 8""",135 lbs.,"68""",Orthodox,3.91,33%,2.61,70%,2.82,42%,83%,0.1
Nina Nunes,RECORD: 11-7-0,"5' 5""",125 lbs.,"64""",Orthodox,4.39,45%,3.47,55%,0.24,33%,73%,0.5
Charlie Ontiveros,RECORD: 11-9-0,"6' 2""",155 lbs.,"74""",Switch,1.89,41%,5.86,31%,0.00,0%,30%,0.0
Jason Witt,RECORD: 19-9-0,"5' 10""",170 lbs.,"70""",Orthodox,2.15,44%,2.54,52%,6.90,48%,100%,0.9
Thiago Santos,RECORD: 22-11-0,"6' 2""",205 lbs.,"76""",Orthodox,3.72,48%,2.57,53%,0.88,33%,65%,0.1
Sam Alvey,RECORD: 33-18-1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,3.28,44%,3.63,52%,0.06,14%,82%,0.1
Miranda Granger,RECORD: 7-3-0,"5' 7""",115 lbs.,"68""",Orthodox,2.79,47%,2.57,57%,0.00,0%,33%,0.0
Julianna Pena,RECORD: 12-5-0,"5' 6""",135 lbs.,"69""",Orthodox,3.16,47%,2.30,50%,1.94,55%,23%,0.8
Hamdy Abdelwahab,RECORD: 5-0-0 (1 NC),"6' 2""",264 lbs.,"72""",Southpaw,3.87,52%,3.13,59%,3.00,75%,0%,0.0
Alexander Gustafsson,RECORD: 18-8-0,"6' 5""",205 lbs.,"79""",Orthodox,4.03,40%,3.53,51%,1.53,39%,83%,0.4
Mason Jones,RECORD: 11-2-0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,5.61,44%,4.94,46%,3.16,45%,80%,0.0
Damir Hadzovic,RECORD: 14-7-0,"5' 9""",155 lbs.,"70""",Orthodox,3.36,48%,3.26,62%,0.78,55%,34%,0.2
Charles Rosa,RECORD: 14-8-0,"5' 9""",145 lbs.,"69""",Switch,3.08,36%,3.86,47%,1.67,35%,38%,1.0
Claudio Silva,RECORD: 14-4-0,"5' 11""",170 lbs.,"71""",Southpaw,2.48,42%,3.00,46%,2.85,26%,44%,1.1
Shane Burgos,RECORD: 15-3-0,"5' 11""",145 lbs.,"75""",Orthodox,7.40,52%,6.78,56%,0.43,44%,91%,0.4
Dwight Grant,RECORD: 11-6-0,"6' 1""",185 lbs.,"76""",Switch,3.29,36%,2.66,60%,0.61,100%,66%,0.0
Antonina Shevchenko,RECORD: 10-4-0,"5' 8""",125 lbs.,"67""",Southpaw,3.86,55%,2.93,52%,0.43,42%,53%,0.4
Cortney Casey,RECORD: 10-10-0,"5' 7""",125 lbs.,"67""",Orthodox,4.29,39%,4.00,55%,0.39,31%,39%,0.5
Karl Roberson,RECORD: 9-6-0,"6' 1""",205 lbs.,"74""",Southpaw,2.57,51%,2.42,57%,0.72,40%,42%,0.5
Donald Cerrone,RECORD: 36-17-0 (2 NC),"6' 1""",155 lbs.,"73""",Orthodox,4.41,46%,4.48,53%,1.16,33%,73%,1.2
Uriah Hall,RECORD: 18-11-0,"6' 0""",185 lbs.,"79""",Orthodox,3.23,48%,3.85,54%,0.54,38%,64%,0.1
Jessica Eye,RECORD: 15-11-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,3.86,37%,4.19,55%,0.58,40%,57%,0.5
Alan Baudot,RECORD: 8-3-0 (2 NC),"6' 3""",243 lbs.,"79""",Orthodox,5.36,58%,4.82,46%,0.00,0%,62%,0.0
Raulian Paiva,RECORD: 21-5-0,"5' 8""",135 lbs.,"69""",Orthodox,4.14,42%,5.01,48%,0.65,23%,77%,0.2
Tony Kelley,RECORD: 8-3-0,"5' 9""",135 lbs.,"70""",Switch,5.55,47%,4.85,45%,0.00,0%,52%,1.4
Danny Chavez,RECORD: 11-5-1,"5' 8""",145 lbs.,"67""",Orthodox,2.86,38%,3.83,50%,1.95,60%,87%,0.0
Gloria de Paula,RECORD: 6-5-0,"5' 5""",115 lbs.,"67""",Orthodox,4.89,53%,3.77,66%,0.74,37%,65%,0.5
Eddie Wineland,RECORD: 24-16-1,"5' 7""",135 lbs.,"69""",Orthodox,3.40,29%,3.76,68%,0.34,33%,86%,0.1
Deron Winn,RECORD: 7-3-0,"5' 6""",185 lbs.,"70""",Orthodox,4.55,44%,6.21,46%,4.28,52%,40%,0.0
Joanna Jedrzejczyk,RECORD: 16-5-0,"5' 6""",115 lbs.,"65""",Orthodox,6.28,48%,3.25,62%,0.27,62%,80%,0.1
Ramazan Emeev,RECORD: 20-6-0,"5' 10""",170 lbs.,"76""",Southpaw,2.53,45%,2.14,65%,2.37,29%,66%,0.7
Poliana Botelho,RECORD: 8-5-0,"5' 8""",125 lbs.,"67""",Orthodox,2.90,58%,2.80,54%,0.85,57%,76%,0.0
Zarrukh Adashev,RECORD: 4-4-0,"5' 5""",125 lbs.,"65""",Southpaw,3.65,40%,3.04,64%,0.00,0%,100%,0.5
Askar Mozharov,RECORD: 19-13-0,"6' 3""",205 lbs.,"74""",Orthodox,0.43,18%,4.07,13%,0.00,0%,33%,0.0
Felice Herrig,RECORD: 14-10-0,"5' 4""",115 lbs.,"65""",Orthodox,3.84,37%,5.19,48%,1.08,28%,75%,0.8
Alex Da Silva,RECORD: 21-4-0,"5' 8""",155 lbs.,"73""",Orthodox,2.14,46%,2.52,56%,1.97,43%,76%,0.3
Niklas Stolze,RECORD: 12-6-0,"6' 1""",155 lbs.,"74""",Switch,2.12,48%,2.25,49%,0.66,100%,55%,0.7
Jeff Molina,RECORD: 11-2-0,"5' 6""",125 lbs.,"69""",Orthodox,7.25,48%,5.04,55%,0.00,0%,66%,0.0
Andreas Michailidis,RECORD: 13-6-0,"6' 0""",170 lbs.,"76""",Orthodox,2.90,51%,3.57,44%,1.12,27%,50%,0.0
Felipe Colares,RECORD: 10-4-0,"5' 8""",145 lbs.,"69""",Orthodox,2.17,45%,4.65,36%,1.88,24%,43%,0.5
Louis Smolka,RECORD: 17-9-0,"5' 9""",135 lbs.,"68""",Orthodox,4.67,47%,4.11,53%,1.69,35%,32%,1.8
Frank Camacho,RECORD: 22-10-0,"5' 10""",155 lbs.,"73""",Orthodox,6.56,46%,7.44,51%,1.11,31%,73%,0.0
Alan Patrick,RECORD: 15-4-0 (1 NC),"5' 11""",155 lbs.,"74""",Southpaw,1.82,40%,2.95,43%,3.01,33%,43%,0.3
Ariane Carnelossi,RECORD: 14-3-0,"5' 2""",115 lbs.,"61""",Orthodox,3.04,40%,4.72,43%,1.62,55%,8%,0.3
Tristan Connelly,RECORD: 14-8-0,"5' 10""",145 lbs.,"68""",Orthodox,3.31,51%,2.96,50%,0.33,14%,60%,0.3
Gina Mazany,RECORD: 7-6-0,"5' 6""",125 lbs.,"68""",Southpaw,3.73,50%,3.52,50%,4.34,52%,33%,0.2
Sergey Khandozhko,RECORD: 28-6-1,"6' 1""",170 lbs.,"74""",Orthodox,3.41,41%,2.37,60%,0.76,28%,61%,0.0
Ike Villanueva,RECORD: 18-14-0,"6' 1""",205 lbs.,"73""",Orthodox,3.66,38%,7.24,36%,0.60,50%,100%,0.0
Cameron Else,RECORD: 10-6-0,"5' 9""",135 lbs.,"71""",Switch,1.99,40%,8.09,51%,0.00,0%,0%,0.0
Dean Barry,RECORD: 4-2-0,"5' 10""",170 lbs.,"72""",Orthodox,9.31,40%,4.66,51%,0.00,0%,100%,0.0
Miguel Baeza,RECORD: 10-3-0,"6' 2""",170 lbs.,"74""",Orthodox,4.88,49%,5.10,53%,0.44,28%,100%,1.8
TJ Laramie,RECORD: 12-5-0,"5' 6""",145 lbs.,"66""",Orthodox,1.49,50%,2.64,38%,1.44,33%,40%,0.0
Brandon Jenkins,RECORD: 15-9-0,"6' 0""",155 lbs.,"71""",Switch,2.93,41%,8.05,33%,0.00,0%,27%,0.0
Kevin Croom,RECORD: 21-15-0 (1 NC),"5' 11""",135 lbs.,"73""",Orthodox,2.65,34%,3.10,41%,0.48,5%,30%,0.5
Tecia Pennington,RECORD: 13-6-0,"5' 1""",115 lbs.,"60""",Orthodox,4.74,48%,3.59,61%,0.66,14%,61%,0.1
Vinc Pichel,RECORD: 14-3-0,"5' 10""",155 lbs.,"72""",Orthodox,3.56,47%,2.50,58%,3.00,54%,23%,0.2
Aspen Ladd,RECORD: 9-3-0,"5' 6""",135 lbs.,"66""",Orthodox,3.78,47%,4.65,47%,1.56,47%,62%,0.6
Mickey Gall,RECORD: 7-5-0,"6' 2""",170 lbs.,"74""",Switch,2.94,46%,4.25,49%,1.21,30%,36%,1.9
Kay Hansen,RECORD: 7-6-0,"5' 2""",115 lbs.,"63""",Orthodox,3.01,50%,3.19,51%,1.83,22%,37%,0.8
Askar Askarov,RECORD: 14-1-1,"5' 6""",125 lbs.,"67""",Orthodox,3.05,54%,2.80,57%,2.60,24%,66%,0.4
Sara McMann,RECORD: 13-6-0,"5' 6""",135 lbs.,"66""",Orthodox,2.26,46%,1.92,47%,4.38,65%,50%,0.5
Bruno Souza,RECORD: 10-3-0,"5' 10""",145 lbs.,"70""",Orthodox,3.73,39%,5.30,45%,0.50,16%,60%,0.0
Kazula Vargas,RECORD: 12-5-0,"5' 8""",155 lbs.,"71""",Southpaw,3.65,53%,1.77,57%,0.40,25%,30%,0.4
Mike Grundy,RECORD: 12-4-0,"5' 7""",145 lbs.,"72""",Orthodox,2.09,45%,4.45,56%,4.06,28%,50%,0.4
Timur Valiev,RECORD: 18-3-0 (1 NC),"5' 6""",135 lbs.,"67""",Orthodox,5.19,53%,3.33,45%,1.73,40%,55%,0.3
Marlon Moraes,RECORD: 23-10-1,"5' 6""",135 lbs.,"67""",Orthodox,3.37,40%,4.53,54%,0.87,41%,46%,0.3
Sabina Mazo,RECORD: 9-4-0,"5' 7""",125 lbs.,"70""",Orthodox,6.10,43%,4.35,57%,0.65,80%,59%,0.2
Kris Moutinho,RECORD: 9-6-0,"5' 7""",135 lbs.,"68""",Southpaw,4.86,32%,15.48,28%,0.00,0%,0%,0.0
Alex Oliveira,RECORD: 22-12-1 (2 NC),"5' 11""",170 lbs.,"76""",Orthodox,2.99,51%,2.55,46%,2.35,38%,63%,0.6
Greg Hardy,RECORD: 7-5-0 (1 NC),"6' 5""",265 lbs.,"80""",Orthodox,4.79,50%,3.31,55%,0.20,33%,64%,0.0
Devonte Smith,RECORD: 11-4-0,"5' 9""",155 lbs.,"76""",Orthodox,4.55,53%,3.91,49%,0.35,25%,85%,0.3
Rongzhu,RECORD: 25-5-0,"5' 9""",155 lbs.,"72""",Orthodox,5.47,50%,5.60,45%,2.09,62%,85%,0.2
Alejandro Perez,RECORD: 23-9-1,"5' 6""",135 lbs.,"67""",Orthodox,3.45,35%,3.18,61%,0.54,22%,70%,0.3
Ramiz Brahimaj,RECORD: 10-4-0,"5' 10""",170 lbs.,"72""",Orthodox,2.47,41%,4.08,50%,1.90,66%,58%,2.4
Micheal Gillmore,RECORD: 6-5-0,"5' 11""",170 lbs.,"72""",Orthodox,2.04,57%,3.02,43%,0.00,0%,50%,0.0
Chas Skelly,RECORD: 19-3-0 (1 NC),"5' 11""",145 lbs.,"72""",Orthodox,2.01,40%,3.21,49%,1.74,34%,39%,2.3
Mark Striegl,RECORD: 18-4-0 (1 NC),"5' 8""",145 lbs.,"70""",Southpaw,1.40,45%,4.07,40%,0.00,0%,66%,0.0
Jesse Strader,RECORD: 5-3-0,"5' 7""",135 lbs.,"70""",Orthodox,5.03,51%,5.28,47%,3.87,57%,100%,0.0
Roxanne Modafferi,RECORD: 25-21-0,"5' 7""",125 lbs.,"69""",Orthodox,3.35,30%,5.70,51%,1.35,23%,30%,0.1
Fabio Cherant,RECORD: 7-4-0,"6' 1""",205 lbs.,"74""",Southpaw,1.35,40%,4.89,38%,0.00,0%,0%,0.0
Alexis Davis,RECORD: 21-11-0,"5' 6""",135 lbs.,"68""",Orthodox,4.63,49%,4.45,54%,0.95,44%,34%,0.7
Danilo Marques,RECORD: 11-4-0,"6' 6""",205 lbs.,"77""",Orthodox,1.44,79%,2.52,52%,3.93,28%,0%,0.8
Francis Ngannou,RECORD: 17-3-0,"6' 4""",250 lbs.,"83""",Orthodox,2.33,41%,2.16,41%,0.76,62%,71%,0.3
Rogerio Bontorin,RECORD: 16-4-0 (2 NC),"5' 5""",125 lbs.,"67""",Orthodox,2.63,52%,3.27,50%,2.90,60%,51%,1.0
Dakota Bush,RECORD: 8-4-0,"5' 10""",155 lbs.,"73""",Orthodox,2.77,38%,4.42,41%,2.40,33%,0%,0.0
Sijara Eubanks,RECORD: 8-7-0,"5' 4""",125 lbs.,"67""",Orthodox,4.30,43%,3.43,57%,1.90,44%,66%,0.3
Andre Ewell,RECORD: 17-9-0,"5' 8""",145 lbs.,"75""",Southpaw,4.28,40%,4.87,51%,0.36,75%,72%,0.1
Matt Sayles,RECORD: 8-4-0,"5' 7""",155 lbs.,"68""",Orthodox,4.83,41%,2.81,61%,0.36,16%,81%,0.7
Ryan Hall,RECORD: 9-2-0,"5' 10""",145 lbs.,"70""",Southpaw,2.38,50%,1.33,65%,0.22,9%,0%,2.2
Maki Pitolo,RECORD: 13-9-0,"5' 10""",185 lbs.,"75""",Orthodox,4.10,44%,3.93,55%,2.24,52%,50%,0.8
Mallory Martin,RECORD: 7-5-0,"5' 4""",115 lbs.,"63""",Orthodox,4.42,48%,6.64,55%,2.28,43%,25%,0.3
Chris Gruetzemacher,RECORD: 15-5-0,"5' 8""",155 lbs.,"68""",Orthodox,6.18,57%,4.96,52%,0.21,50%,65%,0.0
Sean Soriano,RECORD: 14-8-0,"5' 9""",145 lbs.,"70""",Orthodox,3.18,61%,2.14,56%,1.33,55%,52%,0.0
Ben Rothwell,RECORD: 39-14-0,"6' 4""",265 lbs.,"78""",Orthodox,3.71,42%,4.63,47%,0.68,34%,70%,0.4
Felicia Spencer,RECORD: 9-3-0,"5' 6""",145 lbs.,"68""",Orthodox,3.21,48%,4.54,45%,1.18,18%,27%,0.2
Leah Letson,RECORD: 5-3-0,"5' 7""",145 lbs.,"71""",Southpaw,3.06,41%,3.84,52%,0.51,50%,76%,0.0
Collin Anglin,RECORD: 8-3-0,"5' 9""",145 lbs.,"71""",Orthodox,4.59,48%,5.54,51%,2.28,66%,100%,0.0
Liana Jojua,RECORD: 8-5-0,"5' 4""",125 lbs.,"62""",Orthodox,2.42,30%,5.32,54%,1.71,66%,50%,1.3
Al Iaquinta,RECORD: 14-7-1,"5' 10""",155 lbs.,"70""",Orthodox,4.06,40%,4.53,61%,0.63,18%,74%,0.2
Jordan Williams,RECORD: 9-6-0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,5.83,50%,5.46,35%,1.11,50%,85%,0.0
Gian Villante,RECORD: 17-14-0,"6' 3""",230 lbs.,"76""",Orthodox,4.38,44%,5.47,55%,0.45,23%,83%,0.0
John Allan,RECORD: 13-7-0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,3.56,42%,5.74,52%,1.40,71%,50%,0.8
Shamil Gamzatov,RECORD: 14-1-0,"6' 2""",205 lbs.,"76""",Orthodox,5.35,48%,3.46,51%,0.00,0%,50%,0.0
Hu Yaozong,RECORD: 3-3-0,"6' 3""",185 lbs.,"72""",Orthodox,3.35,48%,5.09,35%,0.00,0%,33%,0.4
Laureano Staropoli,RECORD: 9-5-0,"6' 1""",185 lbs.,"71""",Orthodox,3.31,34%,3.73,54%,0.83,26%,48%,0.0
Khama Worthy,RECORD: 16-9-0,"5' 11""",155 lbs.,"74""",Orthodox,4.18,48%,4.45,46%,0.00,0%,57%,0.7
Randa Markos,RECORD: 11-12-1,"5' 4""",115 lbs.,"63""",Orthodox,2.97,43%,3.10,58%,1.12,28%,52%,0.2
Livinha Souza,RECORD: 14-4-0,"5' 3""",115 lbs.,"63""",Orthodox,1.75,45%,3.60,56%,2.54,45%,40%,1.4
Zviad Lazishvili,RECORD: 13-1-0,"5' 6""",135 lbs.,"69""",Orthodox,4.20,39%,6.13,51%,0.00,0%,0%,0.0
Carlos Felipe,RECORD: 11-2-0,"6' 0""",245 lbs.,"75""",Orthodox,4.88,45%,5.60,50%,0.00,0%,72%,0.0
Andrew Sanchez,RECORD: 13-7-0,"6' 1""",185 lbs.,"74""",Orthodox,4.30,43%,5.10,50%,2.55,36%,100%,0.0
Bethe Correia,RECORD: 11-6-1,"5' 5""",135 lbs.,"64""",Orthodox,4.37,43%,4.93,56%,0.39,18%,85%,0.0
Gaetano Pirrello,RECORD: 15-7-1,"5' 7""",135 lbs.,"65""",Orthodox,0.99,55%,2.44,42%,0.00,0%,30%,0.0
Johnny Eduardo,RECORD: 28-13-0,"5' 7""",135 lbs.,"71""",Orthodox,2.95,39%,3.22,63%,0.22,20%,58%,0.4
Nick Diaz,RECORD: 26-10-0 (2 NC),"6' 1""",170 lbs.,"76""",Southpaw,5.71,42%,3.84,59%,1.28,32%,60%,1.0
Martin Sano,RECORD: 4-3-1,"5' 11""",170 lbs.,"75""",Orthodox,4.00,33%,12.00,40%,0.00,0%,0%,0.0
Antonio Arroyo,RECORD: 9-5-0,"6' 3""",185 lbs.,"73""",Orthodox,2.82,66%,2.02,50%,1.14,41%,41%,0.2
Mike Rodriguez,RECORD: 11-7-0 (1 NC),"6' 4""",205 lbs.,"82""",Southpaw,4.35,53%,4.24,41%,0.00,0%,37%,0.0
Sarah Alpar,RECORD: 9-6-0,"5' 4""",135 lbs.,"63""",Southpaw,2.36,44%,6.06,38%,1.61,26%,20%,0.4
Impa Kasanganay,RECORD: 9-2-0,"5' 11""",170 lbs.,"75""",Orthodox,4.96,48%,3.66,58%,1.75,58%,66%,0.2
Gustavo Lopez,RECORD: 12-6-1,"5' 5""",135 lbs.,"67""",Orthodox,2.48,40%,3.87,57%,1.74,41%,31%,0.7
Emily Whitmire,RECORD: 4-5-0,"5' 5""",125 lbs.,"63""",Orthodox,2.50,31%,2.98,54%,1.90,66%,70%,0.5
David Zawada,RECORD: 17-7-0,"6' 0""",170 lbs.,"75""",Orthodox,3.84,41%,4.54,55%,0.97,33%,57%,1.7
Luigi Vendramini,RECORD: 9-3-0,"5' 8""",155 lbs.,"73""",Orthodox,2.82,40%,3.82,57%,1.11,15%,100%,0.6
Darren Stewart,RECORD: 12-8-0 (2 NC),"6' 0""",205 lbs.,"74""",Orthodox,3.05,45%,3.29,48%,1.75,45%,67%,0.1
Domingo Pilarte,RECORD: 8-3-0 (1 NC),"6' 0""",135 lbs.,"73""",Southpaw,1.31,47%,2.96,40%,1.20,42%,54%,0.8
Bea Malecki,RECORD: 4-1-0,"5' 9""",135 lbs.,"74""",Orthodox,6.84,46%,6.96,62%,0.00,0%,78%,1.1
Sasha Palatnikov,RECORD: 6-4-0,"6' 1""",170 lbs.,"72""",Switch,6.69,53%,5.44,52%,0.72,100%,70%,0.0
Casey Kenney,RECORD: 16-4-1,"5' 7""",135 lbs.,"68""",Southpaw,4.85,42%,4.67,58%,1.09,35%,61%,0.4
Drako Rodriguez,RECORD: 7-3-0,"5' 8""",135 lbs.,"69""",Orthodox,3.37,36%,4.40,58%,2.93,66%,75%,0.7
Anderson Dos Santos,RECORD: 21-9-0,"5' 5""",135 lbs.,"70""",Orthodox,2.70,25%,5.37,49%,0.98,14%,66%,0.7
Jamey Simmons,RECORD: 7-4-0,"5' 6""",135 lbs.,"70""",Orthodox,0.79,21%,1.92,74%,0.00,0%,50%,0.0
Kai Kamaka,RECORD: 8-4-1,"5' 7""",145 lbs.,"69""",Orthodox,4.96,57%,5.29,55%,1.93,58%,52%,0.3
Ryan Benoit,RECORD: 10-8-0,"5' 5""",125 lbs.,"68""",Orthodox,2.88,39%,3.65,58%,0.28,22%,72%,0.4
Ian Heinisch,RECORD: 14-5-0,"5' 11""",185 lbs.,"72""",Orthodox,3.25,50%,2.98,59%,1.02,17%,59%,0.7
Marion Reneau,RECORD: 9-8-1,"5' 6""",135 lbs.,"68""",Orthodox,3.20,41%,3.52,59%,0.62,63%,50%,0.8
Jeremy Stephens,RECORD: 28-19-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Conor McGregor,RECORD: 22-6-0,"5' 9""",155 lbs.,"74""",Southpaw,5.32,49%,4.66,54%,0.67,55%,66%,0.1
Carlos Condit,RECORD: 32-14-0,"6' 2""",170 lbs.,"75""",Orthodox,3.66,39%,2.67,55%,0.59,46%,38%,1.0
Omari Akhmedov,RECORD: 21-6-1,"6' 0""",185 lbs.,"73""",Orthodox,2.97,34%,2.84,55%,2.58,45%,65%,0.2
Jerome Rivera,RECORD: 10-6-0,"5' 10""",125 lbs.,"72""",Southpaw,3.21,33%,2.60,51%,0.00,0%,40%,0.0
