,Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location,Opponent,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg,Year
6960,WIN,Stevie Ray,0,109,0,1,Lightweight,M-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Joe Lauzon,RECORD: 23-9-0,"5' 10""",155 lbs.,"70""",Southpaw,3.73,0.44,2.93,54%,0.75,46%,55%,0.6,2017
6961,LOSS,Joe Lauzon,0,46,5,1,Lightweight,M-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Stevie Ray,RECORD: 28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,2.84,0.39,5.39,54%,2.39,45%,54%,2.0,2017
6962,WIN,Mike Perry,2,26,0,0,Welterweight,"KO/TKO, Elbow",2,1:05,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jake Ellenberger,RECORD: 14-8-0,"5' 10""",170 lbs.,"71""",Orthodox,4.32,0.47,5.16,52%,0.81,40%,78%,0.2,2017
6963,LOSS,Jake Ellenberger,0,17,1,0,Welterweight,"KO/TKO, Elbow",2,1:05,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Mike Perry,RECORD: 31-15-0,"5' 9""",170 lbs.,"71""",Orthodox,2.47,0.39,2.83,60%,2.04,47%,86%,0.4,2017
6964,WIN,Thales Leites,0,38,1,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Sam Alvey,RECORD: 28-9-0,"6' 1""",185 lbs.,"78""",Orthodox,2.13,0.4,2.99,52%,2.1,27%,30%,1.1,2017
6965,LOSS,Sam Alvey,0,27,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Thales Leites,RECORD: 33-18-1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,3.28,0.44,3.63,52%,0.06,14%,82%,0.1,2017
6966,WIN,Brandon Moreno,1,24,0,2,Flyweight,"SUB, Rear Naked Choke",2,4:06,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dustin Ortiz,RECORD: 21-8-2,"5' 7""",125 lbs.,"70""",Orthodox,3.87,0.44,3.63,59%,1.74,46%,63%,0.5,2017
6967,LOSS,Dustin Ortiz,0,16,4,0,Flyweight,"SUB, Rear Naked Choke",2,4:06,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Brandon Moreno,RECORD: 19-8-0,"5' 5""",125 lbs.,"65""",Orthodox,2.94,0.44,2.17,56%,3.01,36%,52%,0.1,2017
6968,WIN,Scott Holtzman,1,104,2,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Michael McBride,RECORD: 14-6-0,"5' 9""",155 lbs.,"69""",Orthodox,4.32,0.47,3.66,55%,1.88,56%,67%,0.2,2017
6970,WIN,Danielle Taylor,0,72,0,0,Women's,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jessica Penne,RECORD: 9-4-0,"5' 0""",115 lbs.,"60""",Orthodox,2.75,0.29,3.31,71%,0.2,20%,70%,0.2,2017
6971,LOSS,Jessica Penne,0,69,1,0,Women's,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Danielle Taylor,RECORD: 14-8-0,"5' 5""",115 lbs.,"67""",Orthodox,2.52,0.31,4.75,46%,1.32,21%,36%,0.6,2017
6972,WIN,Alexis Davis,0,51,0,2,Women's,U-DEC,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Cindy Dandois,RECORD: 21-11-0,"5' 6""",135 lbs.,"68""",Orthodox,4.63,0.49,4.45,54%,0.95,44%,34%,0.7,2017
6974,WIN,Bryan Barberena,1,28,0,0,Welterweight,"KO/TKO, Punches",1,3:30,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Joe Proctor,RECORD: 18-12-0,"6' 0""",185 lbs.,"72""",Southpaw,5.35,0.48,4.59,44%,0.13,22%,50%,0.3,2017
6975,LOSS,Joe Proctor,0,8,0,0,Welterweight,"KO/TKO, Punches",1,3:30,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Bryan Barberena,RECORD: 11-5-0,"5' 10""",155 lbs.,"72""",Orthodox,3.39,0.36,3.93,59%,0.0,0%,70%,1.8,2017
6976,WIN,Hector Sandoval,0,32,3,0,Flyweight,"KO/TKO, Punches",1,4:24,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Matt Schnell,RECORD: 14-4-0,"5' 2""",125 lbs.,"64""",Orthodox,3.31,0.52,2.33,65%,3.49,25%,71%,1.4,2017
6977,LOSS,Matt Schnell,0,16,1,1,Flyweight,"KO/TKO, Punches",1,4:24,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Hector Sandoval,RECORD: 16-8-0 (1 NC),"5' 8""",125 lbs.,"70""",Orthodox,4.23,0.38,4.56,55%,0.59,44%,50%,1.0,2017
6978,WIN,Demetrious Johnson,0,108,1,1,Flyweight,"SUB, Armbar",3,4:49,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Wilson Reis,RECORD: 27-3-1,"5' 3""",125 lbs.,"66""",Orthodox,3.43,0.54,1.66,67%,3.35,56%,65%,0.5,2017
6979,LOSS,Wilson Reis,0,16,0,0,Flyweight,"SUB, Armbar",3,4:49,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Demetrious Johnson,RECORD: 23-10-0,"5' 4""",125 lbs.,"65""",Southpaw,1.83,0.29,3.04,55%,5.15,42%,47%,0.6,2017
6980,WIN,Rose Namajunas,1,47,1,1,Women's,"SUB, Rear Naked Choke",2,2:47,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Michelle Waterson-Gomez,RECORD: 13-6-0,"5' 5""",125 lbs.,"65""",Orthodox,3.69,0.41,3.51,63%,1.38,47%,59%,0.5,2017
6981,LOSS,Michelle Waterson-Gomez,0,22,1,0,Women's,"SUB, Rear Naked Choke",2,2:47,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Rose Namajunas,RECORD: 18-12-0,"5' 3""",115 lbs.,"62""",Orthodox,3.56,0.46,4.19,49%,1.42,32%,70%,0.7,2017
6982,WIN,Robert Whittaker,1,55,0,0,Middleweight,"KO/TKO, Kick",2,3:28,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Jacare Souza,RECORD: 26-7-0,"6' 0""",185 lbs.,"73""",Orthodox,4.57,0.42,3.45,59%,0.81,38%,82%,0.0,2017
6983,LOSS,Jacare Souza,0,9,1,0,Middleweight,"KO/TKO, Kick",2,3:28,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Robert Whittaker,RECORD: 26-10-0 (1 NC),"6' 1""",185 lbs.,"72""",Orthodox,2.53,0.47,2.83,62%,2.57,39%,57%,1.3,2017
6984,WIN,Renato Moicano,0,70,2,0,Featherweight,S-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Jeremy Stephens,RECORD: 19-5-1,"5' 11""",155 lbs.,"72""",Orthodox,4.38,0.48,3.68,60%,1.89,45%,72%,0.6,2017
6985,LOSS,Jeremy Stephens,0,56,0,0,Featherweight,S-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Renato Moicano,RECORD: 28-19-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,3.17,0.4,3.05,58%,1.16,38%,65%,0.4,2017
6986,WIN,Alexander Volkov,0,122,0,0,Heavyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Roy Nelson,RECORD: 37-10-0,"6' 7""",250 lbs.,"80""",Orthodox,5.1,0.57,3.0,54%,0.49,63%,73%,0.2,2017
6987,LOSS,Roy Nelson,0,32,1,0,Heavyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Alexander Volkov,RECORD: 22-14-0,"6' 0""",263 lbs.,"73""",Orthodox,2.18,0.36,4.79,46%,1.14,27%,65%,0.1,2017
6988,WIN,Tom Duquesnoy,2,36,0,0,Bantamweight,"KO/TKO, Elbows",2,0:28,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Patrick Williams,RECORD: 16-2-0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,3.83,0.45,5.3,62%,0.42,25%,46%,0.0,2017
6989,LOSS,Patrick Williams,0,37,2,0,Bantamweight,"KO/TKO, Elbows",2,0:28,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Tom Duquesnoy,RECORD: 8-6-0,"5' 8""",135 lbs.,"73""",Orthodox,4.12,0.51,4.12,52%,2.71,41%,100%,0.5,2017
6990,WIN,Rashid Magomedov,0,75,0,0,Lightweight,S-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Bobby Green,RECORD: 20-2-0,"5' 9""",155 lbs.,"70""",Orthodox,4.4,0.49,3.05,54%,0.67,57%,89%,0.2,2017
6991,LOSS,Bobby Green,0,75,0,0,Lightweight,S-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Rashid Magomedov,RECORD: 32-15-1 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,6.45,0.52,3.75,62%,1.19,38%,74%,0.3,2017
6992,WIN,Tim Elliott,0,57,12,1,Flyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Louis Smolka,RECORD: 21-13-1,"5' 7""",125 lbs.,"66""",Southpaw,3.39,0.44,2.66,56%,3.73,47%,59%,1.0,2017
6993,LOSS,Louis Smolka,0,41,1,2,Flyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Tim Elliott,RECORD: 17-9-0,"5' 9""",135 lbs.,"68""",Orthodox,4.67,0.47,4.11,53%,1.69,35%,32%,1.8,2017
6994,WIN,Aljamain Sterling,0,83,2,0,Bantamweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Augusto Mendes,RECORD: 24-4-0,"5' 7""",145 lbs.,"71""",Orthodox,4.61,0.52,2.3,58%,2.31,27%,45%,0.7,2017
6995,LOSS,Augusto Mendes,1,30,0,0,Bantamweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Aljamain Sterling,RECORD: 6-2-0,"5' 6""",135 lbs.,"65""",Orthodox,2.42,0.34,3.91,56%,1.75,33%,80%,0.0,2017
6996,WIN,Devin Clark,0,68,4,0,Light Heavyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Jake Collier,RECORD: 14-9-0,"6' 0""",205 lbs.,"75""",Orthodox,3.03,0.54,3.24,44%,2.17,32%,58%,0.1,2017
6997,LOSS,Jake Collier,0,36,0,1,Light Heavyweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Devin Clark,RECORD: 13-10-0,"6' 3""",230 lbs.,"78""",Orthodox,5.8,0.44,5.08,50%,0.71,33%,67%,0.6,2017
6998,WIN,Anthony Smith,1,49,0,0,Middleweight,"KO/TKO, Kick",3,3:52,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Andrew Sanchez,RECORD: 37-19-0,"6' 4""",205 lbs.,"76""",Orthodox,3.21,0.48,4.47,46%,0.49,26%,48%,0.6,2017
6999,LOSS,Andrew Sanchez,0,63,4,0,Middleweight,"KO/TKO, Kick",3,3:52,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Anthony Smith,RECORD: 13-7-0,"6' 1""",185 lbs.,"74""",Orthodox,4.3,0.43,5.1,50%,2.55,36%,100%,0.0,2017
7000,WIN,Zak Cummings,0,25,0,2,Welterweight,"SUB, Guillotine Choke",1,4:21,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Nathan Coy,RECORD: 25-7-0,"6' 0""",205 lbs.,"75""",Southpaw,2.96,0.35,2.91,55%,0.62,28%,66%,0.6,2017
7001,LOSS,Nathan Coy,0,23,1,0,Welterweight,"SUB, Guillotine Choke",1,4:21,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Zak Cummings,RECORD: 15-7-0,"5' 10""",170 lbs.,"69""",Southpaw,3.88,0.52,2.4,61%,3.17,47%,50%,0.0,2017
7002,WIN,Ketlen Vieira,0,71,1,0,Women's,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Ashlee Evans-Smith,RECORD: 14-3-0,"5' 8""",135 lbs.,"68""",Orthodox,3.04,0.41,3.92,51%,1.51,44%,92%,0.6,2017
7003,LOSS,Ashlee Evans-Smith,0,68,0,0,Women's,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Ketlen Vieira,RECORD: 6-6-0,"5' 8""",135 lbs.,"67""",Orthodox,4.03,0.34,4.59,53%,0.95,22%,50%,0.0,2017
7004,WIN,Daniel Cormier,0,36,1,1,Light Heavyweight,"SUB, Rear Naked Choke",2,3:37,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Anthony Johnson,RECORD: 22-3-0 (1 NC),"5' 11""",235 lbs.,"72""",Orthodox,4.25,0.52,2.92,54%,1.83,44%,80%,0.4,2017
7005,LOSS,Anthony Johnson,0,22,1,0,Light Heavyweight,"SUB, Rear Naked Choke",2,3:37,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Daniel Cormier,RECORD: 22-6-0,"6' 2""",205 lbs.,"78""",Orthodox,3.25,0.47,1.83,60%,2.43,57%,77%,0.6,2017
7006,WIN,Gegard Mousasi,0,49,0,0,Middleweight,"KO/TKO, Knee",2,3:13,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Chris Weidman,RECORD: 42-6-2,"6' 2""",185 lbs.,"76""",Orthodox,3.75,0.5,1.21,68%,1.59,60%,59%,1.1,2017
7007,LOSS,Chris Weidman,0,13,4,1,Middleweight,"KO/TKO, Knee",2,3:13,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Gegard Mousasi,RECORD: 16-7-0,"6' 2""",185 lbs.,"78""",Orthodox,3.18,0.45,3.22,51%,3.44,42%,65%,0.8,2017
7008,WIN,Cynthia Calvillo,0,50,1,3,Women's,"SUB, Rear Naked Choke",3,3:45,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Pearl Gonzalez,RECORD: 9-6-1,"5' 4""",115 lbs.,"64""",Orthodox,4.41,0.38,4.12,64%,1.8,44%,77%,0.8,2017
7010,WIN,Thiago Alves,2,79,1,0,Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Patrick Cote,RECORD: 23-15-0,"5' 9""",170 lbs.,"70""",Orthodox,3.73,0.41,3.42,62%,0.71,60%,63%,0.3,2017
7011,LOSS,Patrick Cote,0,44,0,0,Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Thiago Alves,RECORD: 23-11-0,"5' 11""",170 lbs.,"75""",Orthodox,2.81,0.48,3.21,48%,0.68,20%,43%,0.2,2017
7012,WIN,Charles Oliveira,0,3,2,1,Lightweight,"SUB, Rear Naked Choke",1,2:30,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Will Brooks,RECORD: 34-10-0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,3.39,0.53,3.2,51%,2.17,40%,55%,2.8,2017
7013,LOSS,Will Brooks,0,4,0,0,Lightweight,"SUB, Rear Naked Choke",1,2:30,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Charles Oliveira,RECORD: 18-4-0,"5' 10""",155 lbs.,"72""",Orthodox,4.26,0.59,2.54,56%,2.08,51%,82%,0.3,2017
7014,WIN,Myles Jury,0,36,1,0,Featherweight,"KO/TKO, Punches",1,3:30,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Mike de la Torre,RECORD: 17-4-0,"5' 10""",145 lbs.,"73""",Orthodox,2.94,0.42,2.16,66%,2.16,55%,50%,0.3,2017
7015,LOSS,Mike de la Torre,0,0,0,0,Featherweight,"KO/TKO, Punches",1,3:30,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Myles Jury,RECORD: 14-7-0 (1 NC),"5' 11""",145 lbs.,"71""",Orthodox,3.21,0.39,4.75,51%,0.36,16%,83%,0.0,2017
7016,WIN,Kamaru Usman,1,90,2,0,Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Sean Strickland,RECORD: 20-4-0,"6' 0""",170 lbs.,"76""",Switch,4.36,0.52,2.74,54%,2.82,45%,89%,0.1,2017
7017,LOSS,Sean Strickland,0,27,0,0,Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Kamaru Usman,RECORD: 28-6-0,"6' 1""",185 lbs.,"76""",Orthodox,5.91,0.41,4.33,62%,0.85,64%,77%,0.2,2017
7018,WIN,Shane Burgos,1,77,0,0,Featherweight,"KO/TKO, Punches",3,1:59,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Charles Rosa,RECORD: 15-3-0,"5' 11""",145 lbs.,"75""",Orthodox,7.4,0.52,6.78,56%,0.43,44%,91%,0.4,2017
7019,LOSS,Charles Rosa,0,86,1,0,Featherweight,"KO/TKO, Punches",3,1:59,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Shane Burgos,RECORD: 14-8-0,"5' 9""",145 lbs.,"69""",Switch,3.08,0.36,3.86,47%,1.67,35%,38%,1.0,2017
7020,WIN,Patrick Cummins,0,73,3,0,Light Heavyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Jan Blachowicz,RECORD: 10-7-0,"6' 2""",205 lbs.,"76""",Orthodox,4.26,0.5,3.35,55%,4.49,41%,28%,0.1,2017
7021,LOSS,Jan Blachowicz,1,53,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Patrick Cummins,RECORD: 29-10-1,"6' 2""",205 lbs.,"78""",Orthodox,3.41,0.5,2.91,53%,1.09,50%,68%,0.3,2017
7022,WIN,Gregor Gillespie,1,8,0,0,Lightweight,"KO/TKO, Punches",1,0:21,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Andrew Holbrook,RECORD: 14-1-0,"5' 7""",155 lbs.,"71""",Orthodox,3.74,0.52,2.3,57%,6.86,48%,100%,0.8,2017
7023,LOSS,Andrew Holbrook,0,4,0,0,Lightweight,"KO/TKO, Punches",1,0:21,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Gregor Gillespie,RECORD: 12-3-0,"5' 11""",155 lbs.,"70""",Southpaw,2.2,0.49,3.0,54%,0.85,18%,10%,2.1,2017
7024,WIN,Desmond Green,0,57,1,0,Lightweight,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Josh Emmett,RECORD: 23-8-0,"5' 10""",155 lbs.,"73""",Southpaw,3.7,0.46,2.51,69%,1.62,50%,75%,0.0,2017
7025,LOSS,Josh Emmett,0,41,0,0,Lightweight,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Desmond Green,RECORD: 19-4-0,"5' 6""",145 lbs.,"70""",Orthodox,4.04,0.36,4.61,61%,0.91,37%,46%,0.1,2017
7026,WIN,Katlyn Cerminara,0,105,0,0,Women's,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Irene Aldana,RECORD: 18-6-0,"5' 9""",125 lbs.,"68""",Orthodox,4.58,0.34,4.48,62%,0.31,15%,50%,0.3,2017
7027,LOSS,Irene Aldana,0,84,0,0,Women's,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Katlyn Cerminara,RECORD: 15-7-0,"5' 9""",135 lbs.,"68""",Orthodox,5.24,0.4,6.33,57%,0.16,50%,76%,0.2,2017
7028,WIN,Bibulatov Magomed,0,51,2,0,Flyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Jenel Lausa,RECORD: 14-2-0,"5' 5""",125 lbs.,"65""",Orthodox,3.6,0.51,1.83,52%,2.85,40%,75%,0.0,2017
7029,LOSS,Jenel Lausa,0,10,0,0,Flyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Bibulatov Magomed,RECORD: 7-5-0,"5' 5""",125 lbs.,"68""",Orthodox,1.44,0.42,3.53,53%,0.55,66%,51%,0.8,2017
7030,WIN,Jimi Manuwa,1,6,0,0,Light Heavyweight,"KO/TKO, Punches",1,3:05,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Corey Anderson,RECORD: 17-6-0,"6' 1""",205 lbs.,"79""",Orthodox,3.43,0.54,3.97,49%,0.53,18%,70%,0.4,2017
7031,LOSS,Corey Anderson,0,6,0,0,Light Heavyweight,"KO/TKO, Punches",1,3:05,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Jimi Manuwa,RECORD: 14-5-0,"6' 3""",205 lbs.,"79""",Orthodox,4.43,0.46,2.22,59%,4.89,50%,83%,0.0,2017
7032,WIN,Gunnar Nelson,0,8,1,1,Welterweight,"SUB, Guillotine Choke",2,0:46,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Alan Jouban,RECORD: 19-5-1,"5' 11""",170 lbs.,"72""",Switch,1.84,0.61,3.0,49%,1.9,59%,66%,1.0,2017
7033,LOSS,Alan Jouban,0,17,0,0,Welterweight,"SUB, Guillotine Choke",2,0:46,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Gunnar Nelson,RECORD: 17-7-0,"6' 0""",170 lbs.,"73""",Southpaw,5.67,0.5,3.77,60%,0.51,44%,58%,0.3,2017
7034,WIN,Marlon Vera,1,67,0,0,Catch,"KO/TKO, Kick",3,3:50,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Brad Pickett,RECORD: 23-9-1,"5' 8""",135 lbs.,"70""",Switch,4.31,0.49,5.48,50%,0.53,39%,70%,0.9,2017
7035,LOSS,Brad Pickett,0,51,2,0,Catch,"KO/TKO, Kick",3,3:50,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Marlon Vera,RECORD: 25-14-0,"5' 6""",135 lbs.,"68""",Orthodox,3.02,0.31,4.63,55%,2.47,44%,58%,0.4,2017
7036,WIN,Arnold Allen,0,32,3,1,Featherweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Makwan Amirkhani,RECORD: 19-3-0,"5' 8""",145 lbs.,"70""",Southpaw,3.39,0.4,2.91,61%,1.02,50%,75%,0.4,2017
7037,LOSS,Makwan Amirkhani,0,17,4,3,Featherweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Arnold Allen,RECORD: 17-9-0,"5' 10""",145 lbs.,"72""",Southpaw,1.33,0.44,2.98,46%,3.96,43%,35%,1.1,2017
7038,WIN,Joe Duffy,0,51,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Reza Madadi,RECORD: 16-5-0,"5' 10""",155 lbs.,"73""",Orthodox,2.68,0.34,3.78,54%,0.96,66%,64%,0.7,2017
7039,LOSS,Reza Madadi,0,28,2,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Joe Duffy,RECORD: 14-6-0,"5' 11""",155 lbs.,"73""",Orthodox,2.51,0.46,3.31,66%,3.17,33%,89%,0.5,2017
7040,WIN,Francimar Barroso,0,28,7,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Darren Stewart,RECORD: 19-7-0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,2.77,0.52,3.07,59%,2.22,24%,83%,0.0,2017
7041,LOSS,Darren Stewart,0,31,1,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Francimar Barroso,RECORD: 12-8-0 (2 NC),"6' 0""",205 lbs.,"74""",Orthodox,3.05,0.45,3.29,48%,1.75,45%,67%,0.1,2017
7042,WIN,Timothy Johnson,0,52,1,0,Heavyweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Daniel Omielanczuk,RECORD: 12-4-0,"6' 3""",265 lbs.,"77""",Southpaw,3.43,0.45,3.08,44%,1.09,24%,69%,0.0,2017
7043,LOSS,Daniel Omielanczuk,0,54,0,0,Heavyweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Timothy Johnson,RECORD: 19-8-1 (1 NC),"6' 0""",247 lbs.,"74""",Southpaw,3.09,0.57,3.29,47%,0.56,26%,68%,0.1,2017
7044,WIN,Leon Edwards,0,53,3,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Vicente Luque,RECORD: 22-3-0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,2.75,0.53,2.34,54%,1.25,34%,70%,0.4,2017
7045,LOSS,Vicente Luque,0,24,2,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Leon Edwards,RECORD: 22-10-1,"5' 11""",170 lbs.,"75""",Orthodox,5.07,0.52,5.21,52%,1.0,53%,62%,0.6,2017
7046,WIN,Marc Diakiese,1,6,0,0,Lightweight,"KO/TKO, Punches",1,0:30,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Teemu Packalen,RECORD: 17-7-0,"5' 10""",155 lbs.,"73""",Orthodox,2.54,0.4,2.64,52%,3.29,43%,66%,0.0,2017
