Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location
WIN,"Phil Hawes, Nassourdine Imavov","0, 0","31, 57","4, 0","0, 0",Middleweight,M-DEC,3,5:00,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Tom Aspinall, Andrei Arlovski","0, 0","37, 20","1, 0","1, 0",Heavyweight,"SUB, Rear Naked Choke",2,1:09,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jared Gordon, Danny Chavez","0, 0","82, 39","2, 1","0, 0",Featherweight,U-DEC,3,5:00,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"John Castaneda, Eddie Wineland","1, 0","42, 17","0, 1","0, 0",Bantamweight,"KO/TKO, Punches",1,4:44,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Julian Erosa, Nate Landwehr","1, 0","15, 9","0, 0","0, 0",Featherweight,"KO/TKO, Flying Knee",1,0:56,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Casey O'Neill, Shana Dobson","0, 0","49, 16","4, 0","1, 0",Women's,"KO/TKO, Punches",2,3:41,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Aiemann Zahabi, Drako Rodriguez","1, 0","9, 11","0, 0","0, 0",Bantamweight,"KO/TKO, Punch",1,3:05,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Serghei Spivac, Jared Vanderaa","0, 0","51, 13","3, 0","0, 0",Heavyweight,"KO/TKO, Punches",2,4:32,UFC Fight Night: Blaydes vs. Lewis,"DATE: February 20, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Kamaru Usman, Gilbert Burns","2, 0","83, 45","0, 0","0, 0",Welterweight,"KO/TKO, Punches",3,0:34,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Alexa Grasso, Maycee Barber","0, 0","38, 40","0, 3","1, 0",Women's,U-DEC,3,5:00,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Kelvin Gastelum, Ian Heinisch","0, 0","38, 27","6, 1","0, 2",Middleweight,U-DEC,3,5:00,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Ricky Simon, Brian Kelleher","0, 0","45, 19","6, 0","1, 0",Featherweight,U-DEC,3,5:00,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Julian Marquez, Maki Pitolo","0, 0","41, 32","0, 5","4, 1",Middleweight,"SUB, Anaconda Choke",3,4:17,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Anthony Hernandez, Rodolfo Vieira","0, 0","32, 9","0, 4","2, 0",Middleweight,"SUB, Guillotine Choke",2,1:53,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Belal Muhammad, Dhiego Lima","0, 0","129, 69","1, 0","0, 0",Welterweight,U-DEC,3,5:00,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Polyana Viana, Mallory Martin","0, 0","4, 5","0, 1","5, 0",Women's,"SUB, Armbar",1,3:18,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Chris Gutierrez, Andre Ewell","1, 0","69, 59","1, 1","0, 1",Catch,U-DEC,3,5:00,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Gabe Green, Phil Rowe","2, 0","70, 42","2, 2","1, 0",Welterweight,U-DEC,3,5:00,UFC 258: Usman vs. Burns,"DATE: February 13, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Alexander Volkov, Alistair Overeem","1, 0","54, 10","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",2,2:06,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Cory Sandhagen, Frankie Edgar","1, 0","2, 2","0, 0","0, 0",Bantamweight,"KO/TKO, Flying Knee",1,0:28,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Clay Guida, Michael Johnson","0, 0","49, 58","3, 0","1, 0",Lightweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Alexandre Pantoja, Manel Kape","0, 0","74, 49","0, 2","0, 0",Flyweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Beneil Dariush, Diego Ferreira","0, 0","62, 54","5, 0","0, 0",Lightweight,S-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Danilo Marques, Mike Rodriguez","0, 0","29, 16","4, 0","2, 0",Light,"SUB, Rear Naked Choke",2,4:52,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Devonte Smith, Justin Jaynes","0, 0","34, 11","1, 0","1, 0",Catch,KO/TKO,2,3:38,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Karol Rosa, Joselyne Edwards","0, 0","57, 38","4, 1","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Lara Procopio, Molly McCann","0, 0","36, 37","7, 0","1, 1",Women's,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"SeungWoo Choi, Youssef Zalal","0, 0","41, 23","2, 3","0, 1",Featherweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Timur Valiev, Martin Day","0, 0","55, 8","4, 0","0, 0",Featherweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Ode Osbourne, Jerome Rivera","1, 0","5, 2","0, 0","0, 0",Featherweight,"KO/TKO, Punch",1,0:26,UFC Fight Night: Overeem vs. Volkov,"DATE: February 06, 2021","LOCATION: Las Vegas, Nevada, USA"
WIN,"Dustin Poirier, Conor McGregor","1, 0","48, 29","1, 0","0, 0",Lightweight,"KO/TKO, Punches",2,2:32,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Michael Chandler, Dan Hooker","1, 0","17, 8","0, 0","0, 0",Lightweight,"KO/TKO, Punch",1,2:30,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Joanne Wood, Jessica Eye","0, 0","148, 77","1, 1","0, 0",Women's,U-DEC,3,5:00,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Makhmud Muradov, Andrew Sanchez","0, 0","79, 48","0, 0","0, 0",Middleweight,"KO/TKO, Punches",3,2:59,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Marina Rodriguez, Amanda Ribas","1, 0","15, 7","0, 1","0, 0",Women's,"KO/TKO, Punch",2,0:54,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Arman Tsarukyan, Matt Frevola","0, 0","50, 16","10, 0","0, 0",Lightweight,U-DEC,3,5:00,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Brad Tavares, Antonio Carlos Junior","0, 0","54, 34","0, 1","0, 0",Middleweight,U-DEC,3,5:00,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Julianna Pena, Sara McMann","0, 0","38, 21","1, 3","1, 0",Women's,"SUB, Rear Naked Choke",3,3:39,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Marcin Prachnio, Khalil Rountree Jr.","0, 0","102, 49","0, 0","0, 0",Light,U-DEC,3,5:00,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Movsar Evloev, Nik Lentz","0, 0","82, 46","2, 1","0, 2",Catch,S-DEC,3,5:00,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Amir Albazi, Zhalgas Zhumagulov","0, 0","68, 59","2, 1","0, 0",Flyweight,U-DEC,3,5:00,UFC 257: Poirier vs. McGregor,"DATE: January 23, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Michael Chiesa, Neil Magny","0, 0","24, 12","4, 1","0, 1",Welterweight,U-DEC,5,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Warlley Alves, Mounir Lazzez","1, 0","17, 2","1, 0","0, 0",Welterweight,"KO/TKO, Kick",1,2:35,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Ike Villanueva, Vinicius Moreira","1, 0","24, 24","0, 0","0, 0",Light,"KO/TKO, Punch",2,0:39,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Viviane Araujo, Roxanne Modafferi","0, 0","86, 46","4, 0","1, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Matt Schnell, Tyson Nam","0, 0","85, 58","0, 0","0, 0",Flyweight,S-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Lerone Murphy, Douglas Silva de Andrade","0, 0","48, 39","1, 1","0, 0",Featherweight,U-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Omari Akhmedov, Tom Breese","0, 0","25, 1","2, 0","1, 3",Middleweight,"SUB, Arm Triangle",2,1:41,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Ricky Simon, Gaetano Pirrello","0, 0","17, 6","7, 0","1, 0",Bantamweight,"SUB, Arm Triangle",2,4:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Sumudaerji, Zarrukh Adashev","0, 0","50, 28","0, 0","0, 0",Flyweight,U-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Dalcha Lungiambula, Markus Perez","0, 0","29, 25","1, 0","0, 1",Middleweight,U-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Francisco Figueiredo, Jerome Rivera","0, 0","29, 31","4, 0","0, 0",Flyweight,U-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Mike Davis, Mason Jones","0, 0","108, 117","3, 1","0, 0",Lightweight,U-DEC,3,5:00,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Umar Nurmagomedov, Sergey Morozov","0, 0","25, 7","5, 0","1, 0",Bantamweight,"SUB, Rear Naked Choke",2,3:39,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Manon Fiorot, Victoria Leonardo","0, 0","53, 17","1, 0","0, 0",Women's,"KO/TKO, Punches",2,4:08,UFC Fight Night: Chiesa vs. Magny,"DATE: January 20, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Max Holloway, Calvin Kattar","0, 0","445, 133","0, 0","0, 0",Featherweight,U-DEC,5,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Carlos Condit, Matt Brown","0, 0","39, 28","2, 1","0, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Li Jingliang, Santiago Ponzinibbio","1, 0","21, 11","0, 0","0, 0",Welterweight,"KO/TKO, Punch",1,4:25,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Alessio Di Chirico, Joaquin Buckley","1, 0","12, 3","0, 0","0, 0",Middleweight,"KO/TKO, Kick",1,2:12,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Punahele Soriano, Dusko Todorovic","2, 0","30, 22","0, 0","0, 0",Middleweight,"KO/TKO, Punch",1,4:48,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Joselyne Edwards, Wu Yanan","0, 0","88, 58","0, 1","1, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Carlos Felipe, Justin Tafa","0, 0","77, 86","0, 0","0, 0",Heavyweight,S-DEC,3,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Ramazan Emeev, David Zawada","0, 0","53, 44","4, 1","0, 0",Welterweight,S-DEC,3,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Vanessa Melo, Sarah Moras","0, 0","56, 44","0, 0","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Austin Lingo, Jacob Kilburn","1, 0","95, 64","1, 1","0, 1",Featherweight,U-DEC,3,5:00,UFC Fight Night: Holloway vs. Kattar,"DATE: January 16, 2021","LOCATION: Abu Dhabi, Abu Dhabi, United Arab Emirates"
WIN,"Stephen Thompson, Geoff Neal","0, 0","171, 85","0, 0","0, 0",Welterweight,U-DEC,5,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jose Aldo, Marlon Vera","0, 0","44, 46","0, 0","0, 0",Bantamweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Michel Pereira, Khaos Williams","0, 0","44, 55","2, 0","1, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Rob Font, Marlon Moraes","1, 0","30, 9","0, 2","0, 0",Bantamweight,"KO/TKO, Punches",1,3:47,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Marcin Tybura, Greg Hardy","0, 0","51, 50","1, 0","0, 0",Heavyweight,"KO/TKO, Punches",2,4:31,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Anthony Pettis, Alex Morono","0, 0","50, 31","0, 1","0, 0",Welterweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Pannie Kianzad, Sijara Eubanks","0, 0","92, 49","0, 2","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Deron Winn, Antonio Arroyo","0, 0","20, 45","12, 0","0, 0",Catch,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Taila Santos, Gillian Robertson","0, 0","27, 9","1, 0","1, 1",Women's,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Tafon Nchukwi, Jamie Pickett","1, 0","120, 40","0, 1","0, 0",Middleweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jimmy Flick, Cody Durden","0, 0","6, 21","0, 2","1, 0",Flyweight,"SUB, Triangle Choke",1,3:18,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Christos Giagos, Carlton Minus","0, 0","31, 28","5, 0","0, 0",Catch,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Neal,"DATE: December 19, 2020","LOCATION: Las Vegas, Nevada, USA"
"DRAW, DRAW","Deiveson Figueiredo, Brandon Moreno","0, 0","137, 132","2, 4","0, 0",Flyweight,M-DEC,5,5:00,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Charles Oliveira, Tony Ferguson","0, 0","41, 19","3, 0","3, 0",Lightweight,U-DEC,3,5:00,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Mackenzie Dern, Virna Jandiroba","0, 0","82, 63","0, 1","0, 0",Women's,U-DEC,3,5:00,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Kevin Holland, Jacare Souza","0, 0","15, 2","0, 2","0, 0",Middleweight,"KO/TKO, Punch",1,1:45,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Ciryl Gane, Junior Dos Santos","1, 0","59, 10","0, 0","0, 0",Heavyweight,"KO/TKO, Elbow",2,2:34,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Cub Swanson, Daniel Pineda","2, 0","46, 21","1, 1","0, 1",Featherweight,"KO/TKO, Punch",2,1:52,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Rafael Fiziev, Renato Moicano","1, 0","21, 15","0, 0","0, 0",Lightweight,"KO/TKO, Punch",1,4:05,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Gavin Tucker, Billy Quarantillo","0, 0","106, 84","7, 0","0, 0",Featherweight,U-DEC,3,5:00,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Tecia Torres, Sam Hughes","0, 0","52, 20","1, 0","0, 0",Women's,KO/TKO,1,5:00,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Chase Hooper, Peter Barrett","0, 0","57, 48","0, 0","2, 0",Featherweight,"SUB, Heel Hook",3,3:02,UFC 256: Figueiredo vs. Moreno,"DATE: December 12, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Marvin Vettori, Jack Hermansson","1, 0","164, 122","0, 2","1, 0",Middleweight,U-DEC,5,5:00,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jamahal Hill, Ovince Saint Preux","0, 0","68, 36","0, 0","0, 0",Light,"KO/TKO, Punches",2,3:37,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Gabriel Benitez, Justin Jaynes","1, 0","38, 22","0, 0","0, 0",Lightweight,"KO/TKO, Knee",1,4:06,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Roman Dolidze, John Allan","0, 0","51, 29","3, 1","3, 0",Light,S-DEC,3,5:00,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jordan Leavitt, Matt Wiman","0, 0","1, 0","1, 0","0, 0",Lightweight,"KO/TKO, Slam",1,0:22,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Louis Smolka, Jose Quinonez","0, 0","59, 43","3, 2","0, 0",Bantamweight,"KO/TKO, Punches",2,2:15,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Ilia Topuria, Damon Jackson","1, 0","31, 16","0, 0","0, 0",Featherweight,"KO/TKO, Punch",1,2:38,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jake Collier, Gian Villante","0, 0","123, 80","0, 0","0, 0",Heavyweight,U-DEC,3,5:00,UFC Fight Night: Hermansson vs. Vettori,"DATE: December 05, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Anthony Smith, Devin Clark","0, 0","1, 1","1, 0","1, 0",Light,"SUB, Triangle Choke",1,2:34,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Miguel Baeza, Takashi Sato","0, 0","40, 15","1, 0","1, 0",Welterweight,"SUB, Arm Triangle",2,4:28,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Parker Porter, Josh Parisian","0, 0","126, 114","2, 0","1, 0",Heavyweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Bill Algeo, Spike Carlyle","0, 0","70, 23","1, 4","0, 1",Featherweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Norma Dumont, Ashlee Evans-Smith","1, 0","94, 42","2, 0","0, 0",Women's,U-DEC,3,5:00,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jonathan Pearce, Kai Kamaka","0, 0","51, 47","5, 1","1, 1",Featherweight,"KO/TKO, Punches",2,4:28,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Anderson Dos Santos, Martin Day","0, 0","11, 9","1, 1","1, 0",Bantamweight,"SUB, Guillotine Choke",1,4:35,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
WIN,"Gina Mazany, Rachael Ostovich","1, 0","72, 41","7, 0","1, 0",Women's,"KO/TKO, Kick",3,4:10,UFC Fight Night: Smith vs. Clark,"DATE: November 28, 2020","LOCATION: Las Vegas, Nevada, USA"
